country_txt,date
Peru,1980-06-15
El Salvador,1980-06-15
United States,1980-06-15
Guatemala,1980-06-16
Guatemala,1980-06-16
Guatemala,1980-06-16
Guatemala,1980-06-16
Lebanon,1980-06-16
United States,1980-06-16
Lebanon,1980-06-17
Guatemala,1980-06-17
Turkey,1980-06-17
Bolivia,1980-06-17
El Salvador,1980-06-17
Bolivia,1980-06-18
Lebanon,1980-06-18
Spain,1980-06-18
Syria,1980-06-18
Bolivia,1980-06-18
Bolivia,1980-06-18
Bolivia,1980-06-18
Bolivia,1980-06-18
Bolivia,1980-06-18
Grenada,1980-06-19
Spain,1980-06-19
Syria,1980-06-19
Israel,1980-06-20
United Kingdom,1980-06-20
Spain,1980-06-20
El Salvador,1980-06-20
Guatemala,1980-06-20
West Bank and Gaza Strip,1980-06-20
Lebanon,1980-06-20
El Salvador,1980-06-20
El Salvador,1980-06-20
El Salvador,1980-06-20
Spain,1980-06-20
Colombia,1980-06-20
Spain,1980-06-20
United Kingdom,1980-06-21
Guatemala,1980-06-21
West Bank and Gaza Strip,1980-06-22
Italy,1980-06-22
Spain,1980-06-22
Israel,1980-06-22
Israel,1980-06-23
El Salvador,1980-06-23
Italy,1980-06-23
Zimbabwe,1980-06-23
El Salvador,1980-06-23
Guatemala,1980-06-23
Iran,1980-06-24
Israel,1980-06-24
Guatemala,1980-06-24
Turkey,1980-06-24
Colombia,1980-06-24
Colombia,1980-06-24
Spain,1980-06-25
Spain,1980-06-25
Spain,1980-06-25
Spain,1980-06-25
El Salvador,1980-06-25
Israel,1980-06-25
Syria,1980-06-25
Guatemala,1980-06-25
Guatemala,1980-06-25
Spain,1980-06-25
Bolivia,1980-06-26
Grenada,1980-06-26
France,1980-06-26
Syria,1980-06-26
El Salvador,1980-06-26
Iran,1980-06-26
Italy,1980-06-26
Spain,1980-06-27
Spain,1980-06-27
El Salvador,1980-06-27
El Salvador,1980-06-27
El Salvador,1980-06-27
Brazil,1980-06-28
Greece,1980-06-28
Spain,1980-06-28
Ireland,1980-06-28
Spain,1980-06-28
Brazil,1980-06-28
Brazil,1980-06-28
France,1980-06-29
France,1980-06-29
France,1980-06-29
France,1980-06-29
France,1980-06-29
Guatemala,1980-06-29
Bolivia,1980-06-30
New Hebrides,1980-06-30
Thailand,1980-06-30
Thailand,1980-06-30
Thailand,1980-06-30
Thailand,1980-06-30
Spain,1980-07-01
Spain,1980-07-01
Syria,1980-07-01
Syria,1980-07-01
Colombia,1980-07-02
Colombia,1980-07-02
Colombia,1980-07-02
Guatemala,1980-07-02
Lebanon,1980-07-02
Spain,1980-07-02
France,1980-07-03
Lebanon,1980-07-03
Jamaica,1980-07-03
El Salvador,1980-07-04
El Salvador,1980-07-04
El Salvador,1980-07-04
Israel,1980-07-04
El Salvador,1980-07-04
Guatemala,1980-07-04
Guatemala,1980-07-05
Chile,1980-07-06
El Salvador,1980-07-06
El Salvador,1980-07-06
El Salvador,1980-07-06
Israel,1980-07-07
Turkey,1980-07-07
Guatemala,1980-07-07
Guatemala,1980-07-07
El Salvador,1980-07-07
Belize,1980-07-08
El Salvador,1980-07-08
Guatemala,1980-07-08
Guatemala,1980-07-08
Colombia,1980-07-09
El Salvador,1980-07-09
West Bank and Gaza Strip,1980-07-09
El Salvador,1980-07-09
Guatemala,1980-07-09
Guatemala,1980-07-09
Lebanon,1980-07-09
El Salvador,1980-07-09
El Salvador,1980-07-09
El Salvador,1980-07-09
El Salvador,1980-07-09
El Salvador,1980-07-09
Brazil,1980-07-10
Chile,1980-07-10
Brazil,1980-07-10
West Bank and Gaza Strip,1980-07-11
West Bank and Gaza Strip,1980-07-11
Turkey,1980-07-11
El Salvador,1980-07-11
El Salvador,1980-07-11
El Salvador,1980-07-11
El Salvador,1980-07-12
El Salvador,1980-07-12
Spain,1980-07-12
El Salvador,1980-07-12
Guatemala,1980-07-13
Guatemala,1980-07-13
Turkey,1980-07-13
Spain,1980-07-13
Spain,1980-07-13
United States,1980-07-14
United States,1980-07-14
United States,1980-07-14
Guatemala,1980-07-14
Guatemala,1980-07-14
Italy,1980-07-14
United Kingdom,1980-07-14
Egypt,1980-07-15
Guatemala,1980-07-15
Guatemala,1980-07-15
Turkey,1980-07-15
Lebanon,1980-07-17
Guatemala,1980-07-17
Guatemala,1980-07-17
Bolivia,1980-07-17
Guatemala,1980-07-17
Spain,1980-07-17
United States,1980-07-17
El Salvador,1980-07-18
United Kingdom,1980-07-18
United Kingdom,1980-07-18
France,1980-07-18
Guatemala,1980-07-18
Nicaragua,1980-07-18
Lebanon,1980-07-19
Turkey,1980-07-19
El Salvador,1980-07-19
Honduras,1980-07-20
Peru,1980-07-20
United Kingdom,1980-07-20
Spain,1980-07-21
Syria,1980-07-21
France,1980-07-21
Brazil,1980-07-21
Spain,1980-07-21
United States,1980-07-21
Nicaragua,1980-07-22
Nicaragua,1980-07-22
Turkey,1980-07-22
Turkey,1980-07-22
United States,1980-07-22
Nicaragua,1980-07-22
Nicaragua,1980-07-22
Spain,1980-07-22
Lebanon,1980-07-22
Bolivia,1980-07-23
El Salvador,1980-07-23
El Salvador,1980-07-23
Honduras,1980-07-23
Iran,1980-07-23
Lebanon,1980-07-23
Nicaragua,1980-07-23
Nicaragua,1980-07-23
Zimbabwe,1980-07-23
Spain,1980-07-24
Spain,1980-07-24
Spain,1980-07-24
Spain,1980-07-24
Guatemala,1980-07-24
Nicaragua,1980-07-24
Nicaragua,1980-07-24
United Kingdom,1980-07-25
Spain,1980-07-25
Spain,1980-07-25
Spain,1980-07-25
Spain,1980-07-25
Guatemala,1980-07-25
Israel,1980-07-25
Spain,1980-07-25
West Bank and Gaza Strip,1980-07-26
Belgium,1980-07-27
El Salvador,1980-07-27
Iran,1980-07-27
United Arab Emirates,1980-07-27
Spain,1980-07-27
Libya,1980-07-28
Peru,1980-07-28
Peru,1980-07-28
Peru,1980-07-28
Guatemala,1980-07-28
Lebanon,1980-07-28
Lebanon,1980-07-28
Colombia,1980-07-28
Guatemala,1980-07-28
Nicaragua,1980-07-28
Guatemala,1980-07-29
Peru,1980-07-29
Peru,1980-07-29
Colombia,1980-07-29
Spain,1980-07-29
El Salvador,1980-07-29
Austria,1980-07-30
Iran,1980-07-30
Italy,1980-07-30
Lebanon,1980-07-30
United Kingdom,1980-07-30
Lebanon,1980-07-30
United States,1980-07-30
Greece,1980-07-31
United States,1980-07-31
West Germany (FRG),1980-08-01
Israel,1980-08-01
Nicaragua,1980-08-01
Guatemala,1980-08-01
Venezuela,1980-08-01
Italy,1980-08-02
Spain,1980-08-02
Israel,1980-08-03
Ireland,1980-08-03
Brazil,1980-08-04
Iran,1980-08-04
Guatemala,1980-08-04
United States,1980-08-04
Spain,1980-08-05
Bolivia,1980-08-05
France,1980-08-05
Guatemala,1980-08-05
Guatemala,1980-08-05
France,1980-08-05
El Salvador,1980-08-06
Honduras,1980-08-06
Lebanon,1980-08-06
France,1980-08-07
Guatemala,1980-08-07
El Salvador,1980-08-07
El Salvador,1980-08-07
Spain,1980-08-07
El Salvador,1980-08-08
El Salvador,1980-08-08
El Salvador,1980-08-08
Ireland,1980-08-08
Argentina,1980-08-08
Guatemala,1980-08-09
El Salvador,1980-08-09
Guatemala,1980-08-09
El Salvador,1980-08-11
El Salvador,1980-08-11
Israel,1980-08-12
Israel,1980-08-12
Guatemala,1980-08-12
Guatemala,1980-08-12
Guatemala,1980-08-12
Guatemala,1980-08-13
Colombia,1980-08-13
Colombia,1980-08-13
Colombia,1980-08-13
El Salvador,1980-08-14
South Africa,1980-08-15
El Salvador,1980-08-15
Honduras,1980-08-15
South Africa,1980-08-15
El Salvador,1980-08-16
United Kingdom,1980-08-17
Guatemala,1980-08-18
Spain,1980-08-18
El Salvador,1980-08-18
El Salvador,1980-08-18
Guatemala,1980-08-18
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
Guatemala,1980-08-19
Colombia,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
El Salvador,1980-08-19
Guatemala,1980-08-19
Ireland,1980-08-19
El Salvador,1980-08-20
El Salvador,1980-08-20
United Kingdom,1980-08-20
United States,1980-08-20
Guatemala,1980-08-20
El Salvador,1980-08-20
United States,1980-08-20
Greece,1980-08-21
Colombia,1980-08-21
Guatemala,1980-08-21
Guatemala,1980-08-21
El Salvador,1980-08-21
Peru,1980-08-21
El Salvador,1980-08-22
United Kingdom,1980-08-22
El Salvador,1980-08-22
El Salvador,1980-08-22
Turkey,1980-08-22
Philippines,1980-08-23
Philippines,1980-08-23
Philippines,1980-08-23
Philippines,1980-08-23
Philippines,1980-08-23
Philippines,1980-08-23
Philippines,1980-08-23
Philippines,1980-08-23
Philippines,1980-08-23
Thailand,1980-08-23
Israel,1980-08-24
Lebanon,1980-08-24
Israel,1980-08-25
Peru,1980-08-25
Philippines,1980-08-25
Philippines,1980-08-25
United States,1980-08-25
United States,1980-08-25
West Bank and Gaza Strip,1980-08-26
Peru,1980-08-26
Peru,1980-08-26
Peru,1980-08-26
Guatemala,1980-08-26
Guatemala,1980-08-26
Guatemala,1980-08-26
Guatemala,1980-08-26
Guatemala,1980-08-26
India,1980-08-27
Brazil,1980-08-27
Lebanon,1980-08-27
El Salvador,1980-08-27
Brazil,1980-08-28
Brazil,1980-08-28
Greece,1980-08-28
Peru,1980-08-28
Peru,1980-08-28
Peru,1980-08-28
Peru,1980-08-28
El Salvador,1980-08-28
Spain,1980-08-28
Brazil,1980-08-29
United Kingdom,1980-08-29
El Salvador,1980-08-29
Lebanon,1980-08-29
Spain,1980-08-30
United Kingdom,1980-08-31
Peru,1980-09-01
Peru,1980-09-01
Peru,1980-09-01
Venezuela,1980-09-01
Nicaragua,1980-09-01
Colombia,1980-09-02
Italy,1980-09-02
Nicaragua,1980-09-02
Nicaragua,1980-09-02
Turkey,1980-09-02
Spain,1980-09-02
El Salvador,1980-09-03
El Salvador,1980-09-03
Peru,1980-09-03
Peru,1980-09-03
Colombia,1980-09-03
Spain,1980-09-03
Colombia,1980-09-03
Colombia,1980-09-03
Guatemala,1980-09-03
United Kingdom,1980-09-04
Guatemala,1980-09-04
El Salvador,1980-09-04
Nicaragua,1980-09-04
United Kingdom,1980-09-04
Guatemala,1980-09-05
Guatemala,1980-09-05
Guatemala,1980-09-05
Thailand,1980-09-05
Venezuela,1980-09-05
Jordan,1980-09-06
Nicaragua,1980-09-06
Guatemala,1980-09-06
Spain,1980-09-06
El Salvador,1980-09-07
Guatemala,1980-09-07
Peru,1980-09-07
Spain,1980-09-07
El Salvador,1980-09-08
El Salvador,1980-09-08
El Salvador,1980-09-08
El Salvador,1980-09-08
El Salvador,1980-09-08
Philippines,1980-09-08
Thailand,1980-09-08
El Salvador,1980-09-09
El Salvador,1980-09-11
El Salvador,1980-09-11
El Salvador,1980-09-11
Guatemala,1980-09-11
West Bank and Gaza Strip,1980-09-11
Spain,1980-09-11
Spain,1980-09-11
Spain,1980-09-11
Turkey,1980-09-11
Zimbabwe,1980-09-11
El Salvador,1980-09-11
El Salvador,1980-09-11
El Salvador,1980-09-11
El Salvador,1980-09-11
El Salvador,1980-09-11
El Salvador,1980-09-11
Colombia,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
Philippines,1980-09-12
Philippines,1980-09-12
Philippines,1980-09-12
Philippines,1980-09-12
Philippines,1980-09-12
Philippines,1980-09-12
Philippines,1980-09-12
Portugal,1980-09-12
Spain,1980-09-12
Spain,1980-09-12
Guatemala,1980-09-12
Guatemala,1980-09-12
United States,1980-09-12
Philippines,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-12
Spain,1980-09-12
El Salvador,1980-09-12
El Salvador,1980-09-13
Israel,1980-09-13
El Salvador,1980-09-13
El Salvador,1980-09-13
Spain,1980-09-13
El Salvador,1980-09-13
El Salvador,1980-09-13
El Salvador,1980-09-13
El Salvador,1980-09-14
El Salvador,1980-09-14
El Salvador,1980-09-14
El Salvador,1980-09-14
Nicaragua,1980-09-14
Turkey,1980-09-14
El Salvador,1980-09-15
Colombia,1980-09-15
El Salvador,1980-09-16
El Salvador,1980-09-16
El Salvador,1980-09-16
Greece,1980-09-16
Guadeloupe,1980-09-17
United Kingdom,1980-09-17
Paraguay,1980-09-17
Turkey,1980-09-17
El Salvador,1980-09-17
Philippines,1980-09-18
Philippines,1980-09-18
Colombia,1980-09-18
El Salvador,1980-09-18
El Salvador,1980-09-18
El Salvador,1980-09-18
El Salvador,1980-09-18
El Salvador,1980-09-19
El Salvador,1980-09-19
El Salvador,1980-09-19
El Salvador,1980-09-19
El Salvador,1980-09-19
El Salvador,1980-09-19
Guatemala,1980-09-19
Guatemala,1980-09-19
Guatemala,1980-09-19
Colombia,1980-09-19
France,1980-09-19
El Salvador,1980-09-20
Nicaragua,1980-09-20
Spain,1980-09-20
Bolivia,1980-09-20
United States,1980-09-20
El Salvador,1980-09-21
France,1980-09-21
Philippines,1980-09-21
France,1980-09-21
El Salvador,1980-09-22
Philippines,1980-09-22
Guatemala,1980-09-22
El Salvador,1980-09-22
Guinea,1980-09-23
United Kingdom,1980-09-23
Colombia,1980-09-23
El Salvador,1980-09-23
El Salvador,1980-09-24
El Salvador,1980-09-24
Turkey,1980-09-24
El Salvador,1980-09-24
Argentina,1980-09-26
West Germany (FRG),1980-09-26
France,1980-09-26
Lebanon,1980-09-26
Colombia,1980-09-26
Thailand,1980-09-27
Zimbabwe,1980-09-27
Colombia,1980-09-28
Colombia,1980-09-28
El Salvador,1980-09-28
Spain,1980-09-29
El Salvador,1980-09-29
El Salvador,1980-09-29
Spain,1980-09-29
Chile,1980-09-30
Guatemala,1980-09-30
Guatemala,1980-09-30
Nicaragua,1980-09-30
United Kingdom,1980-09-30
Turkey,1980-09-30
El Salvador,1980-09-30
Guatemala,1980-09-30
Turkey,1980-09-30
United States,1980-09-30
United Kingdom,1980-10-01
France,1980-10-01
France,1980-10-01
France,1980-10-01
United States,1980-10-01
Spain,1980-10-02
Lebanon,1980-10-02
Lebanon,1980-10-02
Thailand,1980-10-02
United States,1980-10-02
France,1980-10-03
Italy,1980-10-03
Italy,1980-10-03
Spain,1980-10-03
El Salvador,1980-10-03
El Salvador,1980-10-03
El Salvador,1980-10-03
El Salvador,1980-10-03
Switzerland,1980-10-03
El Salvador,1980-10-04
France,1980-10-04
Philippines,1980-10-04
Philippines,1980-10-04
Philippines,1980-10-04
Philippines,1980-10-04
Philippines,1980-10-04
Spain,1980-10-05
Spain,1980-10-04
France,1980-10-04
France,1980-10-05
Israel,1980-10-05
Lebanon,1980-10-05
Lebanon,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Guatemala,1980-10-05
Portugal,1980-10-06
Portugal,1980-10-06
El Salvador,1980-10-06
Ecuador,1980-10-06
El Salvador,1980-10-06
Portugal,1980-10-06
El Salvador,1980-10-06
United States,1980-10-06
El Salvador,1980-10-07
El Salvador,1980-10-07
Jamaica,1980-10-07
Jamaica,1980-10-07
Spain,1980-10-07
Colombia,1980-10-07
Colombia,1980-10-07
Colombia,1980-10-07
El Salvador,1980-10-08
Lebanon,1980-10-08
Lebanon,1980-10-08
Lebanon,1980-10-08
Peru,1980-10-08
Peru,1980-10-08
Zimbabwe,1980-10-08
El Salvador,1980-10-08
Colombia,1980-10-08
Colombia,1980-10-08
El Salvador,1980-10-08
El Salvador,1980-10-08
Lebanon,1980-10-09
Lebanon,1980-10-09
Lebanon,1980-10-09
United Kingdom,1980-10-09
El Salvador,1980-10-09
El Salvador,1980-10-10
Peru,1980-10-10
Peru,1980-10-10
Colombia,1980-10-10
El Salvador,1980-10-10
Turkey,1980-10-10
Zimbabwe,1980-10-10
Greece,1980-10-11
United Kingdom,1980-10-11
Guatemala,1980-10-11
Chile,1980-10-12
United Kingdom,1980-10-12
United Kingdom,1980-10-12
Guatemala,1980-10-12
United States,1980-10-12
United States,1980-10-12
France,1980-10-13
Peru,1980-10-13
Peru,1980-10-13
Peru,1980-10-13
El Salvador,1980-10-13
Guatemala,1980-10-13
Guatemala,1980-10-13
Spain,1980-10-13
Turkey,1980-10-13
Guatemala,1980-10-13
Colombia,1980-10-14
El Salvador,1980-10-14
Zimbabwe,1980-10-14
El Salvador,1980-10-14
El Salvador,1980-10-14
El Salvador,1980-10-14
United States,1980-10-14
South Africa,1980-10-15
Brazil,1980-10-15
Guatemala,1980-10-15
Guatemala,1980-10-15
El Salvador,1980-10-15
Spain,1980-10-16
El Salvador,1980-10-17
El Salvador,1980-10-17
El Salvador,1980-10-17
Guatemala,1980-10-17
Philippines,1980-10-19
France,1980-10-20
Peru,1980-10-20
Switzerland,1980-10-20
Colombia,1980-10-20
Lebanon,1980-10-20
El Salvador,1980-10-21
Peru,1980-10-21
Peru,1980-10-21
Peru,1980-10-21
El Salvador,1980-10-21
El Salvador,1980-10-21
Peru,1980-10-21
Peru,1980-10-22
Peru,1980-10-22
Peru,1980-10-22
Peru,1980-10-22
Spain,1980-10-22
United Kingdom,1980-10-23
Spain,1980-10-23
Spain,1980-10-23
El Salvador,1980-10-23
Spain,1980-10-23
El Salvador,1980-10-24
El Salvador,1980-10-24
El Salvador,1980-10-24
Lebanon,1980-10-25
Lebanon,1980-10-25
Lebanon,1980-10-25
Lebanon,1980-10-25
Colombia,1980-10-26
Israel,1980-10-26
Israel,1980-10-26
Guatemala,1980-10-26
Colombia,1980-10-27
Colombia,1980-10-27
Guatemala,1980-10-27
Guatemala,1980-10-27
Ecuador,1980-10-28
El Salvador,1980-10-28
El Salvador,1980-10-28
El Salvador,1980-10-28
El Salvador,1980-10-28
Zimbabwe,1980-10-28
Spain,1980-10-29
El Salvador,1980-10-29
Zimbabwe,1980-10-29
South Africa,1980-10-29
El Salvador,1980-10-30
El Salvador,1980-10-30
El Salvador,1980-10-30
Turkey,1980-10-30
Honduras,1980-10-30
El Salvador,1980-10-30
South Africa,1980-10-30
El Salvador,1980-10-31
Honduras,1980-10-31
Colombia,1980-10-31
Guatemala,1980-10-31
Spain,1980-10-31
Spain,1980-10-31
Turkey,1980-10-31
Italy,1980-11-01
Zimbabwe,1980-11-01
Iraq,1980-11-01
West Bank and Gaza Strip,1980-11-01
United States,1980-11-01
Honduras,1980-11-02
El Salvador,1980-11-02
El Salvador,1980-11-02
Venezuela,1980-11-02
Chile,1980-11-03
Chile,1980-11-03
El Salvador,1980-11-03
Guatemala,1980-11-03
El Salvador,1980-11-03
El Salvador,1980-11-03
Guatemala,1980-11-03
Guatemala,1980-11-03
Colombia,1980-11-03
El Salvador,1980-11-03
Chile,1980-11-03
Spain,1980-11-03
El Salvador,1980-11-03
Belgium,1980-11-04
Chile,1980-11-04
El Salvador,1980-11-05
El Salvador,1980-11-06
El Salvador,1980-11-06
Venezuela,1980-11-06
Australia,1980-11-06
El Salvador,1980-11-06
El Salvador,1980-11-06
West Bank and Gaza Strip,1980-11-06
Spain,1980-11-06
El Salvador,1980-11-07
Costa Rica,1980-11-07
El Salvador,1980-11-07
El Salvador,1980-11-07
El Salvador,1980-11-07
Chile,1980-11-08
India,1980-11-08
El Salvador,1980-11-08
Lebanon,1980-11-09
El Salvador,1980-11-09
West Bank and Gaza Strip,1980-11-09
Nicaragua,1980-11-09
France,1980-11-10
West Bank and Gaza Strip,1980-11-10
Lebanon,1980-11-10
Egypt,1980-11-10
Argentina,1980-11-11
Chile,1980-11-11
Chile,1980-11-11
Chile,1980-11-11
Colombia,1980-11-11
El Salvador,1980-11-11
Guatemala,1980-11-11
United Kingdom,1980-11-11
Chile,1980-11-12
Greece,1980-11-12
Chile,1980-11-12
Spain,1980-11-12
El Salvador,1980-11-12
El Salvador,1980-11-13
Spain,1980-11-13
El Salvador,1980-11-13
El Salvador,1980-11-13
Spain,1980-11-14
Spain,1980-11-14
Turkey,1980-11-15
Venezuela,1980-11-15
Zimbabwe,1980-11-16
Brazil,1980-11-16
Guatemala,1980-11-16
Guatemala,1980-11-16
Guatemala,1980-11-16
Spain,1980-11-16
Zimbabwe,1980-11-16
Guadeloupe,1980-11-17
Guadeloupe,1980-11-17
Guadeloupe,1980-11-17
Guadeloupe,1980-11-17
Guadeloupe,1980-11-17
Grenada,1980-11-17
Grenada,1980-11-17
Spain,1980-11-17
Guatemala,1980-11-17
El Salvador,1980-11-17
Guatemala,1980-11-18
Israel,1980-11-18
Guatemala,1980-11-18
El Salvador,1980-11-19
Italy,1980-11-19
Spain,1980-11-19
Colombia,1980-11-19
El Salvador,1980-11-19
United Kingdom,1980-11-19
El Salvador,1980-11-19
El Salvador,1980-11-19
Spain,1980-11-19
West Bank and Gaza Strip,1980-11-20
Spain,1980-11-20
Guatemala,1980-11-20
Guatemala,1980-11-20
Spain,1980-11-20
El Salvador,1980-11-20
El Salvador,1980-11-21
El Salvador,1980-11-21
El Salvador,1980-11-21
Italy,1980-11-21
Italy,1980-11-21
El Salvador,1980-11-21
El Salvador,1980-11-21
Guatemala,1980-11-21
Guatemala,1980-11-21
Peru,1980-11-21
El Salvador,1980-11-21
El Salvador,1980-11-21
El Salvador,1980-11-21
El Salvador,1980-11-21
El Salvador,1980-11-21
Spain,1980-11-21
United States,1980-11-21
Spain,1980-11-21
South Africa,1980-11-21
Italy,1980-11-22
West Bank and Gaza Strip,1980-11-22
El Salvador,1980-11-23
El Salvador,1980-11-23
El Salvador,1980-11-23
France,1980-11-23
Guatemala,1980-11-24
Guatemala,1980-11-24
Colombia,1980-11-24
West Bank and Gaza Strip,1980-11-24
Switzerland,1980-11-25
France,1980-11-25
El Salvador,1980-11-25
El Salvador,1980-11-25
Switzerland,1980-11-25
United Kingdom,1980-11-26
Turkey,1980-11-26
Turkey,1980-11-27
Spain,1980-11-27
El Salvador,1980-11-27
West Germany (FRG),1980-11-27
Spain,1980-11-27
El Salvador,1980-11-27
El Salvador,1980-11-28
Italy,1980-11-28
Iran,1980-11-29
Spain,1980-12-01
Spain,1980-12-01
Italy,1980-12-01
United Kingdom,1980-12-01
United Kingdom,1980-12-02
El Salvador,1980-12-02
El Salvador,1980-12-02
El Salvador,1980-12-03
Philippines,1980-12-03
Belgium,1980-12-03
Turkey,1980-12-03
Honduras,1980-12-04
Guatemala,1980-12-04
Switzerland,1980-12-05
Venezuela,1980-12-05
Colombia,1980-12-05
Guatemala,1980-12-05
France,1980-12-05
Chile,1980-12-06
Chile,1980-12-06
Chile,1980-12-06
Honduras,1980-12-06
United States,1980-12-06
Spain,1980-12-07
Spain,1980-12-07
El Salvador,1980-12-09
El Salvador,1980-12-09
South Africa,1980-12-10
United States,1980-12-10
Italy,1980-12-11
Spain,1980-12-11
El Salvador,1980-12-12
El Salvador,1980-12-12
France,1980-12-12
Peru,1980-12-12
Peru,1980-12-12
El Salvador,1980-12-12
India,1980-12-13
Peru,1980-12-13
Italy,1980-12-13
Peru,1980-12-14
Nicaragua,1980-12-14
El Salvador,1980-12-15
El Salvador,1980-12-15
El Salvador,1980-12-15
Peru,1980-12-15
Peru,1980-12-15
Peru,1980-12-15
Peru,1980-12-15
Colombia,1980-12-15
Colombia,1980-12-15
El Salvador,1980-12-15
United Kingdom,1980-12-15
El Salvador,1980-12-16
Peru,1980-12-16
Peru,1980-12-16
Peru,1980-12-16
Peru,1980-12-16
Peru,1980-12-16
Peru,1980-12-16
Peru,1980-12-16
Guatemala,1980-12-16
Philippines,1980-12-16
Syria,1980-12-16
Syria,1980-12-16
El Salvador,1980-12-16
El Salvador,1980-12-16
El Salvador,1980-12-17
Peru,1980-12-17
United States,1980-12-17
El Salvador,1980-12-17
Australia,1980-12-17
El Salvador,1980-12-18
Honduras,1980-12-18
Greece,1980-12-19
Greece,1980-12-19
India,1980-12-19
West Germany (FRG),1980-12-19
Spain,1980-12-19
Colombia,1980-12-21
El Salvador,1980-12-21
El Salvador,1980-12-21
Colombia,1980-12-21
United States,1980-12-21
El Salvador,1980-12-21
Nicaragua,1980-12-21
Canada,1980-12-22
El Salvador,1980-12-22
El Salvador,1980-12-22
Iran,1980-12-23
Australia,1980-12-24
Guadeloupe,1980-12-24
Italy,1980-12-24
Peru,1980-12-25
Peru,1980-12-25
Guatemala,1980-12-25
Lebanon,1980-12-26
Lebanon,1980-12-26
Philippines,1980-12-27
Syria,1980-12-27
Australia,1980-12-28
Guadeloupe,1980-12-28
United Kingdom,1980-12-28
El Salvador,1980-12-28
Israel,1980-12-29
Israel,1980-12-29
Colombia,1980-12-29
Colombia,1980-12-29
Colombia,1980-12-29
Colombia,1980-12-29
El Salvador,1980-12-29
Spain,1980-12-29
Spain,1980-12-29
Spain,1980-12-29
Italy,1980-12-30
Guadeloupe,1980-12-30
United Kingdom,1980-12-30
France,1980-12-30
Italy,1980-12-31
Kenya,1980-12-31
United Kingdom,1980-12-31
Italy,1980-12-31
West Bank and Gaza Strip,1981-01-01
Martinique,1981-01-01
Spain,1981-01-01
Spain,1981-01-01
Spain,1981-01-01
El Salvador,1981-01-01
El Salvador,1981-01-01
Spain,1981-01-02
Peru,1981-01-02
Colombia,1981-01-02
Cyprus,1981-01-03
El Salvador,1981-01-03
Guatemala,1981-01-03
Syria,1981-01-03
Spain,1981-01-04
France,1981-01-04
Colombia,1981-01-04
Spain,1981-01-05
Syria,1981-01-05
El Salvador,1981-01-06
Italy,1981-01-06
Nicaragua,1981-01-06
Syria,1981-01-06
Nicaragua,1981-01-06
El Salvador,1981-01-07
Colombia,1981-01-08
Syria,1981-01-08
Syria,1981-01-08
United Kingdom,1981-01-08
United States,1981-01-08
United States,1981-01-08
United States,1981-01-08
El Salvador,1981-01-08
Syria,1981-01-08
United Kingdom,1981-01-08
El Salvador,1981-01-09
Spain,1981-01-09
Spain,1981-01-09
El Salvador,1981-01-09
Israel,1981-01-09
El Salvador,1981-01-09
West Bank and Gaza Strip,1981-01-10
Syria,1981-01-10
Philippines,1981-01-10
Syria,1981-01-10
Syria,1981-01-10
Colombia,1981-01-11
West Bank and Gaza Strip,1981-01-11
El Salvador,1981-01-11
El Salvador,1981-01-11
Iran,1981-01-12
United States,1981-01-12
Guatemala,1981-01-12
France,1981-01-13
Colombia,1981-01-15
El Salvador,1981-01-15
North Yemen,1981-01-15
El Salvador,1981-01-15
India,1981-01-15
Guatemala,1981-01-16
United Kingdom,1981-01-16
United Kingdom,1981-01-16
Syria,1981-01-16
Syria,1981-01-16
El Salvador,1981-01-17
Colombia,1981-01-18
Peru,1981-01-18
Israel,1981-01-18
Nicaragua,1981-01-18
Peru,1981-01-18
Colombia,1981-01-19
Syria,1981-01-19
Syria,1981-01-19
Colombia,1981-01-19
Colombia,1981-01-19
Colombia,1981-01-19
Denmark,1981-01-19
Guatemala,1981-01-19
Spain,1981-01-20
El Salvador,1981-01-20
El Salvador,1981-01-20
Nicaragua,1981-01-20
United Kingdom,1981-01-20
United Kingdom,1981-01-21
Syria,1981-01-21
Colombia,1981-01-21
El Salvador,1981-01-21
Guatemala,1981-01-21
Chile,1981-01-21
Spain,1981-01-21
Syria,1981-01-23
United States,1981-01-23
Colombia,1981-01-23
Jamaica,1981-01-23
Lebanon,1981-01-23
Nicaragua,1981-01-23
United Kingdom,1981-01-24
Spain,1981-01-24
France,1981-01-24
Nicaragua,1981-01-24
Syria,1981-01-25
